accident_id,latitude,longitude,datetime,hour,day_of_week,severity,weather,road_type,visibility,traffic_level,road_condition,lighting,junction,speed_limit,vehicle_type,area_name
2439,18.554084509411208,73.89818282934381,2023-02-19 15:07:27,15,6,2,Clear,Highway,0.8280878154832085,1,Dry,Daylight,1,80,Bike,Viman Nagar
2440,18.570580494658458,73.91161313175826,2023-09-18 05:56:15,5,0,3,Rain,Highway,0.5464866567229001,1,Wet,Night,1,80,Bike,Viman Nagar
2441,18.559018373536258,73.89278979981462,2023-09-30 22:51:30,22,5,2,Clear,Intersection,0.7626359857072329,1,Dry,Night,1,80,Car,Viman Nagar
2442,18.563933142112717,73.91628990912152,2023-11-18 22:27:27,22,5,2,Clear,Highway,0.7420265595761035,5,Wet,Night,1,40,Car,Viman Nagar
2443,18.56232290685976,73.91011653361763,2023-10-14 21:52:44,21,5,1,Clear,Highway,0.840443630000215,4,Dry,Night,0,80,Truck,Viman Nagar
2444,18.56580568968274,73.92194985041763,2023-09-24 04:31:32,4,6,1,Clear,Intersection,0.8032318425877825,4,Dry,Night,0,40,Bike,Viman Nagar
2445,18.579525256409053,73.91402858803009,2023-12-21 08:37:53,8,3,1,Clear,Intersection,0.6209423239913938,1,Dry,Daylight,1,80,Bike,Viman Nagar
2446,18.576540274079797,73.90843528657119,2023-07-24 10:20:29,10,0,2,Fog,Highway,0.35157015230723754,5,Wet,Daylight,1,60,Car,Viman Nagar
2447,18.57720129915945,73.91443381909787,2023-02-06 07:02:41,7,0,2,Clear,Intersection,0.7233338622307077,5,Wet,Daylight,0,40,Bus,Viman Nagar
2448,18.560746624309054,73.91682231479919,2023-09-08 21:23:15,21,4,2,Clear,Intersection,0.5253918196183757,2,Wet,Night,0,80,Bike,Viman Nagar
2449,18.582745207658487,73.943206429904,2023-09-18 09:06:11,9,0,1,Clear,City Road,0.641234615163749,1,Wet,Daylight,0,60,Bike,Viman Nagar
2450,18.57646821851444,73.92957066691224,2023-06-14 10:26:00,10,2,1,Clear,Intersection,0.8988532867436884,3,Dry,Daylight,0,40,Bus,Viman Nagar
2451,18.574753814391592,73.90719925501051,2023-07-17 11:27:22,11,0,1,Clear,Intersection,0.9451960674834163,3,Wet,Daylight,1,80,Truck,Viman Nagar
2452,18.569705046338893,73.91945662804937,2023-05-21 12:28:56,12,6,1,Fog,City Road,0.3950292582605077,3,Dry,Daylight,1,60,Car,Viman Nagar
2453,18.555308435578596,73.92489249156827,2023-01-08 01:55:15,1,6,2,Clear,Highway,0.7930244042062136,5,Wet,Night,0,80,Car,Viman Nagar
2454,18.567318034872205,73.92626323327886,2023-05-21 19:39:18,19,6,1,Rain,City Road,0.90605359776965,1,Dry,Daylight,0,60,Bus,Viman Nagar
2455,18.568727795366616,73.91201759052281,2023-04-30 22:50:25,22,6,1,Rain,Intersection,0.9704677380626572,4,Dry,Night,1,60,Truck,Viman Nagar
2456,18.574903694696477,73.91032540830216,2023-03-12 00:10:19,0,6,3,Rain,Highway,0.7122188020004467,5,Dry,Night,1,60,Bike,Viman Nagar
2457,18.561555574105682,73.91932160252026,2023-03-25 04:25:13,4,5,2,Clear,Highway,0.8914710204393461,5,Dry,Night,1,40,Bus,Viman Nagar
2458,18.56126128533424,73.92899267315038,2023-05-13 17:10:34,17,5,2,Clear,Intersection,0.6602549775798068,1,Wet,Daylight,1,60,Bike,Viman Nagar
2459,18.56124394422091,73.9211849846558,2023-10-25 13:05:36,13,2,2,Rain,Intersection,0.7282267015978642,1,Dry,Daylight,0,40,Bike,Viman Nagar
2460,18.564244504133335,73.9102180332647,2023-07-08 20:22:24,20,5,2,Clear,City Road,0.7810409507180365,3,Dry,Night,1,60,Car,Viman Nagar
2461,18.592732529519456,73.92504797528284,2023-03-16 13:37:06,13,3,2,Fog,City Road,0.4985323453624432,3,Dry,Daylight,0,60,Car,Viman Nagar
2462,18.577265717260058,73.90870948287568,2023-03-29 23:32:03,23,2,2,Rain,Highway,0.6400924006371087,4,Dry,Night,0,80,Bike,Viman Nagar
2463,18.568000670085226,73.93128458702375,2023-02-23 10:12:07,10,3,2,Rain,City Road,0.8726092385980779,2,Wet,Daylight,1,60,Bus,Viman Nagar
2464,18.56986272338441,73.9274254919434,2023-03-02 04:11:37,4,3,3,Rain,Highway,0.8564027961958451,5,Wet,Night,1,60,Bus,Viman Nagar
2465,18.577188170187934,73.90762787406622,2023-01-30 23:13:50,23,0,1,Rain,Highway,0.8474128527279576,5,Dry,Night,1,40,Truck,Viman Nagar
2466,18.556268154915724,73.92154734819367,2023-04-25 20:58:55,20,1,2,Rain,City Road,0.6626381046208512,5,Wet,Night,1,80,Bike,Viman Nagar
2467,18.578493403022065,73.92126309348686,2023-11-24 22:38:34,22,4,2,Clear,Highway,0.5908205070337327,3,Wet,Night,1,80,Bike,Viman Nagar
2468,18.575159236116484,73.92922609947463,2023-11-03 01:48:44,1,4,2,Clear,Highway,0.9983641070397314,4,Dry,Night,1,40,Car,Viman Nagar
2469,18.564252221408967,73.91425066075298,2023-02-09 06:42:00,6,3,2,Clear,City Road,0.6289048213649058,4,Wet,Daylight,0,80,Car,Viman Nagar
2470,18.577769006655505,73.91156402797311,2023-07-17 04:00:39,4,0,2,Clear,Highway,0.6496264028044649,4,Dry,Night,1,60,Bus,Viman Nagar
2471,18.555494279088506,73.9179092449639,2023-10-27 09:04:23,9,4,1,Clear,Highway,0.6366669798680906,3,Wet,Daylight,0,80,Truck,Viman Nagar
2472,18.575580904324724,73.90376307176062,2023-07-29 15:01:41,15,5,1,Clear,Highway,0.7609064393737602,3,Wet,Daylight,1,80,Car,Viman Nagar
2473,18.560349660040895,73.93326604068574,2023-11-21 07:52:51,7,1,1,Clear,Intersection,0.7360918033172337,3,Dry,Daylight,1,80,Bike,Viman Nagar
2474,18.564000282916783,73.90415288595405,2023-10-14 20:39:39,20,5,2,Clear,Intersection,0.6117269060921267,4,Wet,Night,0,60,Bike,Viman Nagar
2475,18.576826124608445,73.92322431830164,2023-12-10 04:30:53,4,6,2,Clear,Highway,0.5229912080031861,3,Dry,Night,1,80,Car,Viman Nagar
2476,18.572137396768415,73.91745622330828,2023-07-24 11:37:49,11,0,1,Clear,City Road,0.9114277618226203,1,Wet,Daylight,1,80,Car,Viman Nagar
2477,18.56692107594828,73.90197545609169,2023-01-15 15:49:55,15,6,3,Rain,Highway,0.9986025719871506,2,Wet,Daylight,1,80,Bike,Viman Nagar
2478,18.56625848415192,73.92111256231621,2023-09-15 01:37:39,1,4,2,Fog,City Road,0.26893320936486886,1,Wet,Night,1,80,Truck,Viman Nagar
2479,18.576255176584905,73.93894552720222,2023-05-11 18:52:17,18,3,3,Clear,City Road,0.609227963717663,3,Dry,Daylight,1,80,Car,Viman Nagar
2480,18.55973976928054,73.90580860353487,2023-12-07 08:34:21,8,3,2,Clear,Highway,0.6942316705867202,5,Dry,Daylight,1,60,Bike,Viman Nagar
2481,18.561318865069083,73.91185904437842,2023-10-25 14:30:16,14,2,2,Clear,Intersection,0.5686843272874513,3,Dry,Daylight,1,80,Bus,Viman Nagar
2482,18.555414183109004,73.91636816361792,2023-08-29 00:28:14,0,1,3,Clear,City Road,0.9346000440324036,5,Wet,Night,0,60,Truck,Viman Nagar
2483,18.566531924385203,73.90724903943314,2023-02-20 21:27:56,21,0,3,Clear,Intersection,0.6271673567530143,5,Wet,Night,1,40,Truck,Viman Nagar
2484,18.57843735317649,73.92257464801249,2023-08-20 22:44:25,22,6,3,Fog,City Road,0.25174769634979355,3,Dry,Night,1,40,Bike,Viman Nagar
2485,18.57935802101562,73.92614693066697,2023-05-27 07:17:01,7,5,1,Clear,City Road,0.6387593952739203,3,Dry,Daylight,0,60,Bike,Viman Nagar
2486,18.567888504351956,73.92359528906348,2023-03-01 21:44:23,21,2,1,Clear,City Road,0.8805103021077234,3,Wet,Night,1,60,Bike,Viman Nagar
2487,18.563902066455125,73.90711366069947,2023-03-05 00:15:13,0,6,2,Clear,City Road,0.8188557119433568,1,Dry,Night,1,40,Car,Viman Nagar
2488,18.55048283380134,73.90575690349586,2023-03-12 05:36:23,5,6,2,Rain,Intersection,0.9526966164645027,1,Wet,Night,1,80,Bus,Viman Nagar
2489,18.568700270883475,73.92831578139,2023-11-19 20:41:51,20,6,3,Rain,Highway,0.9573449105722387,5,Dry,Night,1,80,Car,Viman Nagar
2490,18.56462165809839,73.91060433588127,2023-09-27 01:47:21,1,2,2,Fog,Highway,0.4026706320512202,3,Dry,Night,1,40,Car,Viman Nagar
2491,18.593133706176637,73.90228608061173,2023-10-27 11:09:09,11,4,1,Clear,Highway,0.8947445884118201,1,Dry,Daylight,0,40,Car,Viman Nagar
2492,18.58182903518203,73.9394679184671,2023-08-31 15:00:11,15,3,1,Clear,Highway,0.8169691800975623,5,Dry,Daylight,0,80,Car,Viman Nagar
2493,18.57349199603441,73.90375913120171,2023-11-11 04:50:02,4,5,2,Clear,Highway,0.985921045738395,1,Dry,Night,1,80,Truck,Viman Nagar
2494,18.56688651877063,73.90212742248112,2023-12-17 13:21:48,13,6,1,Clear,City Road,0.7902149318093792,5,Wet,Daylight,1,60,Bus,Viman Nagar
2495,18.580183277105448,73.90792974390126,2023-03-06 06:56:12,6,0,1,Rain,City Road,0.6172007268618679,3,Dry,Daylight,0,80,Car,Viman Nagar
2496,18.568907327912335,73.91122323203885,2023-10-08 01:54:45,1,6,1,Fog,Highway,0.4085116918673122,3,Wet,Night,0,80,Bus,Viman Nagar
2497,18.549983390464885,73.90458386975541,2023-06-19 23:24:42,23,0,3,Clear,City Road,0.6566403646945307,1,Dry,Night,1,80,Car,Viman Nagar
2498,18.56073805486387,73.91621362254111,2023-01-17 23:14:34,23,1,1,Rain,Intersection,0.8542807842909752,2,Dry,Night,1,60,Bus,Viman Nagar
2499,18.569168186706108,73.90403539287163,2023-06-09 13:28:47,13,4,3,Fog,Intersection,0.49855840887742386,2,Wet,Daylight,0,40,Bike,Viman Nagar
2500,18.575395550374452,73.9115588852462,2023-05-22 11:30:59,11,0,1,Rain,City Road,0.5369608583228818,2,Dry,Daylight,1,40,Bike,Viman Nagar
2501,18.571129322148384,73.91499547836703,2023-09-20 16:09:33,16,2,2,Fog,Intersection,0.3569248786846797,2,Dry,Daylight,1,60,Bus,Viman Nagar
2502,18.568850881383323,73.90418280372003,2023-10-07 11:01:28,11,5,2,Clear,City Road,0.6357549633689443,1,Wet,Daylight,1,60,Bike,Viman Nagar
2503,18.5655893527317,73.92471750140845,2023-04-03 05:56:30,5,0,1,Clear,Intersection,0.7897687140158973,3,Dry,Night,1,60,Bus,Viman Nagar
2504,18.565326380110907,73.92379840272234,2023-06-22 12:13:55,12,3,1,Clear,Highway,0.6130816252301776,2,Dry,Daylight,1,60,Car,Viman Nagar
2505,18.56540059337454,73.91829065187294,2023-08-26 03:09:42,3,5,1,Rain,Highway,0.6249116065430584,3,Dry,Night,1,40,Truck,Viman Nagar
2506,18.575465129202865,73.90857139026929,2023-04-21 15:43:14,15,4,2,Clear,City Road,0.8398001959125418,1,Dry,Daylight,0,60,Car,Viman Nagar
2507,18.577461290412934,73.90409118298008,2023-10-20 04:47:38,4,4,1,Rain,Highway,0.8648677499591976,5,Dry,Night,1,80,Truck,Viman Nagar
2508,18.56138453423024,73.9220987452843,2023-10-18 16:51:57,16,2,1,Clear,Highway,0.700614590490303,5,Dry,Daylight,0,60,Bus,Viman Nagar
2509,18.5613070096315,73.91193845432143,2023-11-01 09:32:55,9,2,1,Rain,Intersection,0.9320352515727344,1,Dry,Daylight,1,60,Bus,Viman Nagar
2510,18.574283958175997,73.91435901772284,2023-06-24 08:18:42,8,5,3,Clear,City Road,0.9408409979071345,4,Dry,Daylight,0,80,Car,Viman Nagar
2511,18.56052931463345,73.90467198785275,2023-04-01 21:03:55,21,5,1,Clear,Intersection,0.8008512450728965,5,Dry,Night,0,40,Bus,Viman Nagar
2512,18.57207722410725,73.901394372266,2023-07-27 09:20:40,9,3,2,Clear,Highway,0.6826364710176536,2,Dry,Daylight,1,80,Car,Viman Nagar
2513,18.574859032194908,73.932174210522,2023-04-03 21:12:43,21,0,1,Rain,Highway,0.8858261002094542,3,Wet,Night,0,40,Bus,Viman Nagar
2514,18.553371120089516,73.9020986245189,2023-05-01 04:26:59,4,0,1,Rain,Intersection,0.8738023339421892,5,Dry,Night,0,80,Truck,Viman Nagar
2515,18.579319564938693,73.9127808990274,2023-11-11 00:55:14,0,5,1,Rain,City Road,0.9466852610702928,2,Wet,Night,1,80,Truck,Viman Nagar
2516,18.57525863743762,73.91173114770896,2023-11-01 14:51:37,14,2,2,Clear,Intersection,0.6084988730301584,4,Dry,Daylight,0,60,Car,Viman Nagar
2517,18.56823363343914,73.9095051606398,2023-07-02 03:32:32,3,6,1,Rain,City Road,0.5610049369253802,3,Wet,Night,1,60,Car,Viman Nagar
2518,18.57275458139909,73.90603181615548,2023-12-18 01:39:05,1,0,1,Rain,Intersection,0.8205331769033939,4,Dry,Night,0,80,Bus,Viman Nagar
2519,18.566488596805563,73.91944132699993,2023-11-21 07:49:15,7,1,1,Clear,City Road,0.5431365788667728,2,Wet,Daylight,1,60,Car,Viman Nagar
2520,18.56356514717227,73.91565121485836,2023-03-17 08:21:42,8,4,1,Rain,Highway,0.6122605175685656,4,Wet,Daylight,1,80,Car,Viman Nagar
2521,18.557703361250486,73.9095956248641,2023-05-23 20:31:34,20,1,1,Rain,Intersection,0.9381892150338358,3,Wet,Night,0,40,Car,Viman Nagar
2522,18.559292620115272,73.92784210925245,2023-09-21 10:16:40,10,3,2,Clear,Intersection,0.6084171088464954,3,Dry,Daylight,0,40,Bike,Viman Nagar
2523,18.595223621328255,73.89864234149879,2023-08-10 12:41:38,12,3,1,Clear,Highway,0.6434032185356005,2,Wet,Daylight,0,80,Bus,Viman Nagar
2524,18.56020570643367,73.90067318244743,2023-06-21 02:39:55,2,2,1,Clear,Intersection,0.8265682054090617,5,Wet,Night,0,80,Bus,Viman Nagar
2525,18.564480206806827,73.92541816825565,2023-06-29 07:10:09,7,3,1,Rain,City Road,0.6303385634172433,2,Wet,Daylight,1,80,Bike,Viman Nagar
2526,18.5535485440713,73.91813540468958,2023-10-26 19:41:13,19,3,1,Clear,Highway,0.9878165326827527,5,Wet,Daylight,1,40,Bus,Viman Nagar
2527,18.55390226605387,73.90321381392822,2023-04-20 10:18:10,10,3,1,Fog,Highway,0.2604076796786253,5,Wet,Daylight,1,40,Bus,Viman Nagar
2528,18.564058010343928,73.916158549717,2023-10-30 04:38:30,4,0,2,Fog,City Road,0.3361356666996481,3,Dry,Night,1,40,Truck,Viman Nagar
2529,18.56468921674585,73.90324778394363,2023-05-29 07:18:32,7,0,3,Clear,Highway,0.6523127847581653,3,Wet,Daylight,1,40,Truck,Viman Nagar
2530,18.57123164905948,73.91379603826455,2023-07-15 07:25:48,7,5,1,Clear,Highway,0.9055565664493977,1,Dry,Daylight,1,60,Car,Viman Nagar
2531,18.57055705291031,73.91030614673973,2023-07-24 20:16:53,20,0,1,Fog,City Road,0.3044887136650294,1,Dry,Night,1,40,Bus,Viman Nagar
2532,18.570116396548894,73.9075610045159,2023-06-12 14:12:06,14,0,1,Clear,Intersection,0.9672827873535694,2,Dry,Daylight,0,60,Car,Viman Nagar
2533,18.567697331168624,73.9235687669946,2023-03-04 22:29:29,22,5,1,Rain,Highway,0.5729277794417522,3,Wet,Night,1,60,Truck,Viman Nagar
2534,18.565851393657287,73.93669965192231,2023-11-14 05:58:41,5,1,1,Clear,City Road,0.824840418972692,3,Wet,Night,1,80,Truck,Viman Nagar
2535,18.562404554091902,73.91349012090598,2023-03-19 13:19:03,13,6,1,Clear,Highway,0.539516337866456,2,Dry,Daylight,0,60,Truck,Viman Nagar
2536,18.569959007068004,73.92482241410944,2023-11-08 04:16:38,4,2,1,Clear,Highway,0.5289962092849774,2,Wet,Night,1,80,Bike,Viman Nagar
2537,18.57268587326802,73.90119385315052,2023-08-23 19:52:18,19,2,1,Clear,City Road,0.6492516952735244,5,Dry,Daylight,0,80,Bus,Viman Nagar
2538,18.567373034603268,73.90242722494057,2023-02-23 17:58:04,17,3,2,Clear,Intersection,0.7366701110476126,3,Dry,Daylight,1,60,Car,Viman Nagar
2539,18.573797576325344,73.92927223691171,2023-12-06 00:58:03,0,2,2,Fog,Highway,0.40056937012494254,2,Wet,Night,1,80,Truck,Viman Nagar
2540,18.57350297501532,73.92933936746167,2023-04-08 02:11:55,2,5,3,Clear,Intersection,0.6247399473158841,1,Wet,Night,0,80,Bus,Viman Nagar
2541,18.58831174866038,73.92858709157382,2023-01-21 06:21:03,6,5,3,Rain,Intersection,0.8707454629934042,2,Wet,Daylight,0,40,Bus,Viman Nagar
2542,18.58627917614638,73.9187753677073,2023-09-07 00:13:18,0,3,1,Clear,Intersection,0.5055462467622462,4,Dry,Night,1,80,Car,Viman Nagar
2543,18.57013875678469,73.91396057757109,2023-07-06 15:25:46,15,3,1,Clear,Intersection,0.7380255969652423,1,Wet,Daylight,1,80,Truck,Viman Nagar
2544,18.5665479048687,73.91287079767743,2023-12-06 11:21:37,11,2,1,Fog,Highway,0.42080888628454194,2,Wet,Daylight,0,80,Bike,Viman Nagar
2545,18.572302480302106,73.90606650461638,2023-05-25 03:56:51,3,3,2,Clear,Intersection,0.5953342905105866,3,Dry,Night,1,40,Car,Viman Nagar
2546,18.56506159609319,73.91665717811912,2023-08-04 08:41:39,8,4,3,Clear,Intersection,0.9084709993350104,1,Wet,Daylight,1,40,Bike,Viman Nagar
2547,18.57221432419715,73.88983013683644,2023-12-29 20:14:49,20,4,2,Clear,Intersection,0.7842572066954445,4,Dry,Night,0,40,Bus,Viman Nagar
2548,18.561005182731765,73.91264571434246,2023-02-09 20:12:20,20,3,2,Clear,City Road,0.9851697063624256,2,Dry,Night,0,80,Bike,Viman Nagar
2549,18.567384966795537,73.90084691597913,2023-10-04 06:44:15,6,2,3,Clear,Highway,0.6019811586543833,1,Dry,Daylight,0,40,Car,Viman Nagar
2550,18.571543783412935,73.91098331578762,2023-11-25 12:17:14,12,5,1,Clear,Intersection,0.6331115969898578,5,Wet,Daylight,1,60,Bike,Viman Nagar
2551,18.54411740379115,73.91093879401997,2023-07-20 08:37:26,8,3,2,Clear,City Road,0.9437412585340861,2,Dry,Daylight,0,80,Bus,Viman Nagar
2552,18.579431508764483,73.90088359023457,2023-11-27 13:26:33,13,0,1,Fog,Highway,0.41169282220398595,3,Wet,Daylight,1,40,Bus,Viman Nagar
2553,18.573898754206002,73.91321728281308,2023-02-18 10:04:51,10,5,2,Fog,City Road,0.48377918587478935,2,Dry,Daylight,1,40,Truck,Viman Nagar
2554,18.565254309673957,73.88800129164741,2023-04-21 16:58:47,16,4,2,Clear,Highway,0.7262350252071712,1,Dry,Daylight,1,60,Truck,Viman Nagar
2555,18.57495941349752,73.92850394494795,2023-02-02 13:46:22,13,3,1,Fog,Highway,0.3642293375829345,2,Wet,Daylight,1,60,Bus,Viman Nagar
2556,18.585075802050444,73.92069362843486,2023-10-24 08:45:51,8,1,3,Rain,Intersection,0.9792765926563134,3,Wet,Daylight,0,40,Bus,Viman Nagar
2557,18.581683572214228,73.91063880310624,2023-03-04 06:13:09,6,5,1,Rain,City Road,0.9461885572966499,1,Dry,Daylight,0,40,Bike,Viman Nagar
2558,18.567824353403257,73.92373516818152,2023-04-16 22:35:57,22,6,2,Rain,Highway,0.5321920529643405,3,Wet,Night,0,60,Car,Viman Nagar
2559,18.569881684831824,73.91493689452606,2023-06-24 11:57:31,11,5,3,Rain,City Road,0.9873115584037828,3,Dry,Daylight,0,80,Car,Viman Nagar
2560,18.55992347419953,73.91690684236487,2023-12-18 14:03:55,14,0,1,Clear,City Road,0.7294572366323091,3,Wet,Daylight,0,60,Truck,Viman Nagar
2561,18.577032806180405,73.91998352148542,2023-07-19 08:47:39,8,2,2,Clear,Intersection,0.885447841639791,2,Wet,Daylight,0,80,Bus,Viman Nagar
2562,18.56888952766144,73.90332048399677,2023-02-27 05:23:20,5,0,1,Rain,Intersection,0.5288895960315547,3,Wet,Night,1,80,Car,Viman Nagar
2563,18.577412773888767,73.9110218468976,2023-11-19 17:55:00,17,6,2,Clear,City Road,0.5397118498162883,4,Dry,Daylight,1,60,Bike,Viman Nagar
2564,18.57055007272095,73.91950388002621,2023-06-19 21:32:23,21,0,2,Fog,City Road,0.29121265883808184,1,Dry,Night,1,40,Truck,Viman Nagar
2565,18.566498184112064,73.90895821480466,2023-02-05 14:49:56,14,6,2,Clear,Highway,0.9994612542316664,3,Wet,Daylight,0,80,Bus,Viman Nagar
2566,18.57664114081818,73.92165443286204,2023-12-20 14:31:16,14,2,2,Clear,City Road,0.6024788311161403,2,Dry,Daylight,0,60,Truck,Viman Nagar
2567,18.573855236057955,73.91175157745272,2023-03-28 05:32:39,5,1,2,Rain,Highway,0.7004006154310116,2,Dry,Night,1,80,Truck,Viman Nagar
2568,18.589731048450595,73.91800233168347,2023-11-14 04:13:33,4,1,3,Clear,City Road,0.8273951768431903,4,Dry,Night,0,40,Bike,Viman Nagar
2569,18.560186738584427,73.90668022768293,2023-06-25 04:49:03,4,6,3,Fog,City Road,0.2511501364314711,2,Dry,Night,0,80,Truck,Viman Nagar
2570,18.586830361454037,73.89724991227261,2023-12-10 13:20:49,13,6,1,Fog,City Road,0.4956400904816175,1,Wet,Daylight,1,40,Truck,Viman Nagar
2571,18.560984720047234,73.92093100485798,2023-05-16 18:22:08,18,1,3,Clear,Highway,0.6007905431200177,2,Dry,Daylight,0,60,Truck,Viman Nagar
2572,18.580754869497092,73.90225185659062,2023-12-28 08:37:37,8,3,1,Fog,Highway,0.34756971599713804,3,Dry,Daylight,1,80,Car,Viman Nagar
2573,18.588507910664326,73.9088332977826,2023-01-11 08:35:03,8,2,2,Rain,Highway,0.6266669603204824,1,Wet,Daylight,1,80,Bike,Viman Nagar
2574,18.554297007534803,73.90699602173589,2023-06-11 03:07:10,3,6,2,Clear,City Road,0.8164311384068146,1,Dry,Night,1,60,Bike,Viman Nagar
2575,18.557368378670947,73.90611349034776,2023-01-21 16:23:24,16,5,1,Rain,City Road,0.7729082107761562,1,Wet,Daylight,0,60,Car,Viman Nagar
2576,18.557533326838477,73.9047512576895,2023-06-03 23:13:07,23,5,1,Rain,Highway,0.5725253204007131,4,Dry,Night,1,40,Car,Viman Nagar
2577,18.56444095277796,73.91380453982204,2023-07-14 23:02:43,23,4,1,Rain,Highway,0.815962140714062,5,Dry,Night,0,60,Car,Viman Nagar
2578,18.571036047311825,73.91185825032754,2023-05-26 05:34:25,5,4,1,Clear,Intersection,0.9672002161742632,4,Dry,Night,1,40,Bike,Viman Nagar
2579,18.556283320584576,73.9320839258966,2023-04-02 13:36:39,13,6,3,Clear,Highway,0.813359961474756,1,Wet,Daylight,1,80,Bike,Viman Nagar
2580,18.568236499585357,73.91811921670002,2023-05-30 23:19:44,23,1,3,Clear,Highway,0.5958321935079038,1,Dry,Night,0,80,Bus,Viman Nagar
2581,18.571205513495165,73.90541210960228,2023-02-01 16:37:04,16,2,1,Fog,City Road,0.2904893746098519,5,Dry,Daylight,1,80,Bus,Viman Nagar
2582,18.561033871816154,73.93052461156603,2023-05-26 14:26:21,14,4,2,Clear,Intersection,0.8964584483854141,1,Wet,Daylight,0,80,Truck,Viman Nagar
2583,18.578003708501903,73.91770870791346,2023-03-29 04:51:10,4,2,1,Clear,Intersection,0.6158404827116823,3,Dry,Night,0,60,Bike,Viman Nagar
2584,18.540485105705226,73.9181821499159,2023-01-11 22:43:37,22,2,1,Clear,City Road,0.7384306458956372,4,Wet,Night,0,40,Car,Viman Nagar
2585,18.55665121694609,73.90745791425175,2023-05-04 18:21:29,18,3,1,Clear,City Road,0.5250527132524859,4,Wet,Daylight,0,80,Bus,Viman Nagar
2586,18.56998205108669,73.90034485313627,2023-12-28 11:55:34,11,3,3,Fog,City Road,0.42378276225460454,3,Wet,Daylight,0,60,Car,Viman Nagar
2587,18.572074220312498,73.91086490970899,2023-02-08 11:31:17,11,2,2,Clear,Highway,0.9704994639125486,5,Dry,Daylight,0,40,Car,Viman Nagar
2588,18.564999583123306,73.8996796719091,2023-11-22 21:41:23,21,2,3,Fog,City Road,0.37214076279134484,3,Dry,Night,0,80,Bus,Viman Nagar
2589,18.5606531775759,73.9041532237471,2023-10-05 13:31:35,13,3,1,Clear,Highway,0.82222618208237,4,Dry,Daylight,0,40,Truck,Viman Nagar
2590,18.54800162206874,73.92724649924321,2023-09-10 10:04:21,10,6,3,Clear,City Road,0.6814319149483525,3,Wet,Daylight,0,60,Truck,Viman Nagar
2591,18.56376951511165,73.92751324861379,2023-05-11 05:07:57,5,3,1,Rain,Intersection,0.7543373160449691,2,Dry,Night,1,80,Car,Viman Nagar
2592,18.56931559266896,73.92133156316419,2023-11-04 08:12:07,8,5,1,Rain,Highway,0.5917855513265735,3,Dry,Daylight,0,60,Bus,Viman Nagar
2593,18.550518049599518,73.88616055681932,2023-02-26 17:16:41,17,6,2,Clear,Highway,0.9571310030880189,2,Wet,Daylight,1,80,Bike,Viman Nagar
2594,18.56470881910302,73.9244534278627,2023-02-23 10:31:16,10,3,2,Rain,City Road,0.6700710103738785,3,Dry,Daylight,1,80,Car,Viman Nagar
2595,18.556531288183656,73.92177186590125,2023-01-15 21:00:41,21,6,1,Rain,Intersection,0.6737191816242334,5,Wet,Night,0,40,Bike,Viman Nagar
2596,18.57387919856794,73.91885281383375,2023-04-22 09:54:35,9,5,1,Rain,Highway,0.8251782009929306,3,Wet,Daylight,1,40,Truck,Viman Nagar
2597,18.563050813088857,73.90561239042582,2023-12-23 06:45:07,6,5,2,Clear,Highway,0.6807220771625011,5,Dry,Daylight,0,60,Truck,Viman Nagar
2598,18.553115525797292,73.92395679956276,2023-11-19 05:56:18,5,6,2,Clear,Highway,0.6528934069948051,2,Wet,Night,0,40,Car,Viman Nagar
2599,18.56141177523914,73.9125440025138,2023-07-03 11:35:56,11,0,1,Clear,Highway,0.7985207234173419,2,Dry,Daylight,0,40,Truck,Viman Nagar
2600,18.578496986858042,73.90286908631165,2023-09-28 07:51:40,7,3,1,Rain,Intersection,0.6892358824068268,5,Dry,Daylight,0,80,Truck,Viman Nagar
2601,18.572996838407462,73.92037891509216,2023-11-19 18:30:40,18,6,1,Rain,Intersection,0.8800112095439517,5,Dry,Daylight,1,80,Truck,Viman Nagar
2602,18.55886259666353,73.92217131784453,2023-02-23 21:38:29,21,3,2,Clear,Highway,0.6126679915390731,3,Dry,Night,0,60,Bike,Viman Nagar
2603,18.559808591386908,73.92052571321642,2023-10-22 16:54:43,16,6,2,Clear,Highway,0.7951582682494911,2,Dry,Daylight,0,60,Car,Viman Nagar
2604,18.562715643681226,73.90850144818536,2023-10-02 00:04:25,0,0,1,Clear,City Road,0.8623509064578028,1,Dry,Night,1,80,Car,Viman Nagar
2605,18.579172443424927,73.91783808788438,2023-07-02 04:25:23,4,6,2,Clear,Intersection,0.7277040569906434,4,Wet,Night,0,80,Bus,Viman Nagar
2606,18.55526539743926,73.90995236423498,2023-06-24 05:16:07,5,5,1,Rain,Highway,0.7243263036681544,4,Wet,Night,1,40,Truck,Viman Nagar
2607,18.556646424690157,73.92529610737307,2023-08-27 23:27:41,23,6,2,Clear,City Road,0.8626669659316043,2,Dry,Night,0,60,Truck,Viman Nagar
2608,18.562951193418208,73.90145630591691,2023-01-03 00:56:40,0,1,3,Rain,Highway,0.8284733696056759,5,Dry,Night,0,80,Truck,Viman Nagar
2609,18.559977240458288,73.91017947730215,2023-12-18 19:12:13,19,0,1,Clear,City Road,0.7594906267616394,3,Dry,Daylight,0,80,Truck,Viman Nagar
